"D" "I" "G"
"7444" "d1" "i1" "g2"
"7445" "d0" "i0" "g2"
"7446" "d1" "i0" "g2"
"7447" "d0" "i1" "g1"
"7448" "d1" "i0" "g3"
"7449" "d1" "i0" "g2"
"7450" "d1" "i0" "g2"
"7451" "d0" "i0" "g3"
"7452" "d0" "i0" "g3"
"7453" "d1" "i0" "g3"
"7454" "d1" "i0" "g3"
"7455" "d0" "i0" "g2"
"7456" "d1" "i1" "g2"
"7457" "d0" "i0" "g3"
"7458" "d0" "i0" "g2"
"7459" "d1" "i0" "g2"
"7460" "d0" "i0" "g1"
"7461" "d0" "i1" "g1"
"7462" "d0" "i0" "g2"
"7463" "d0" "i1" "g1"
"7464" "d0" "i1" "g1"
"7465" "d0" "i0" "g1"
"7466" "d0" "i0" "g2"
"7467" "d1" "i0" "g3"
"7468" "d1" "i1" "g2"
"7469" "d0" "i0" "g1"
"7470" "d0" "i0" "g3"
"7471" "d0" "i0" "g2"
"7472" "d0" "i1" "g1"
"7473" "d0" "i0" "g2"
"7474" "d0" "i0" "g2"
"7475" "d0" "i1" "g1"
"7476" "d1" "i0" "g3"
"7477" "d1" "i0" "g3"
"7478" "d0" "i0" "g2"
"7479" "d0" "i1" "g1"
"7480" "d1" "i0" "g3"
"7481" "d0" "i0" "g3"
"7482" "d0" "i0" "g1"
"7483" "d0" "i0" "g3"
"7484" "d1" "i0" "g3"
"7485" "d0" "i1" "g1"
"7486" "d0" "i0" "g2"
"7487" "d0" "i0" "g3"
"7488" "d1" "i0" "g3"
"7489" "d1" "i0" "g3"
"7490" "d0" "i0" "g3"
"7491" "d0" "i1" "g1"
"7492" "d1" "i0" "g3"
"7493" "d0" "i0" "g1"
"7494" "d0" "i0" "g2"
"7495" "d0" "i0" "g2"
"7496" "d0" "i0" "g1"
"7497" "d0" "i0" "g2"
"7498" "d0" "i0" "g1"
"7499" "d0" "i0" "g3"
"7500" "d1" "i0" "g3"
"7501" "d0" "i0" "g1"
"7502" "d0" "i1" "g1"
"7503" "d0" "i1" "g1"
"7504" "d0" "i0" "g2"
"7505" "d0" "i0" "g2"
"7506" "d0" "i0" "g3"
"7507" "d0" "i0" "g3"
"7508" "d0" "i0" "g1"
"7509" "d0" "i0" "g2"
"7510" "d0" "i1" "g1"
"7511" "d0" "i0" "g2"
"7512" "d0" "i0" "g1"
"7513" "d0" "i0" "g3"
"7514" "d0" "i1" "g1"
"7515" "d0" "i1" "g1"
"7516" "d0" "i0" "g2"
"7517" "d1" "i0" "g2"
"7518" "d0" "i0" "g3"
"7519" "d1" "i0" "g3"
"7520" "d1" "i0" "g3"
"7521" "d1" "i0" "g3"
"7522" "d1" "i0" "g1"
"7523" "d1" "i1" "g1"
"7524" "d1" "i0" "g3"
"7525" "d1" "i0" "g3"
"7526" "d1" "i1" "g2"
"7527" "d1" "i0" "g2"
"7528" "d0" "i1" "g1"
"7529" "d1" "i0" "g3"
"7530" "d1" "i0" "g2"
"7531" "d0" "i0" "g2"
"7532" "d0" "i1" "g1"
"7533" "d0" "i0" "g1"
"7534" "d0" "i0" "g2"
"7535" "d1" "i0" "g3"
"7536" "d0" "i0" "g2"
"7537" "d1" "i0" "g2"
"7538" "d0" "i0" "g2"
"7539" "d0" "i0" "g2"
"7540" "d1" "i0" "g3"
"7541" "d1" "i0" "g3"
"7542" "d0" "i0" "g2"
"7543" "d1" "i0" "g3"
"7544" "d1" "i0" "g3"
"7545" "d1" "i1" "g1"
"7546" "d0" "i0" "g3"
"7547" "d0" "i0" "g1"
"7548" "d1" "i1" "g2"
"7549" "d0" "i0" "g3"
"7550" "d1" "i1" "g1"
"7551" "d1" "i0" "g3"
"7552" "d1" "i0" "g3"
"7553" "d1" "i1" "g1"
"7554" "d1" "i1" "g2"
"7555" "d0" "i0" "g2"
"7556" "d0" "i1" "g1"
"7557" "d0" "i0" "g1"
"7558" "d0" "i1" "g1"
"7559" "d1" "i0" "g3"
"7560" "d1" "i1" "g3"
"7561" "d1" "i0" "g3"
"7562" "d1" "i0" "g3"
"7563" "d1" "i0" "g2"
"7564" "d0" "i0" "g1"
"7565" "d0" "i1" "g1"
"7566" "d0" "i0" "g2"
"7567" "d0" "i0" "g2"
"7568" "d0" "i0" "g2"
"7569" "d1" "i0" "g2"
"7570" "d1" "i0" "g2"
"7571" "d0" "i0" "g3"
"7572" "d1" "i0" "g3"
"7573" "d1" "i0" "g3"
"7574" "d0" "i1" "g1"
"7575" "d0" "i0" "g3"
"7576" "d0" "i0" "g3"
"7577" "d0" "i1" "g1"
"7578" "d1" "i1" "g2"
"7579" "d0" "i0" "g2"
"7580" "d0" "i1" "g1"
"7581" "d0" "i0" "g2"
"7582" "d0" "i0" "g1"
"7583" "d0" "i0" "g3"
"7584" "d0" "i0" "g2"
"7585" "d1" "i0" "g3"
"7586" "d1" "i0" "g3"
"7587" "d1" "i1" "g3"
"7588" "d0" "i0" "g2"
"7589" "d1" "i0" "g3"
"7590" "d0" "i0" "g3"
"7591" "d0" "i0" "g3"
"7592" "d1" "i0" "g3"
"7593" "d0" "i1" "g1"
"7594" "d1" "i0" "g2"
"7595" "d0" "i1" "g1"
"7596" "d1" "i1" "g2"
"7597" "d0" "i0" "g1"
"7598" "d0" "i0" "g1"
"7599" "d0" "i1" "g1"
"7600" "d0" "i0" "g2"
"7601" "d1" "i0" "g3"
"7602" "d0" "i0" "g2"
"7603" "d0" "i0" "g1"
"7604" "d0" "i1" "g2"
"7605" "d0" "i0" "g1"
"7606" "d0" "i0" "g2"
"7607" "d1" "i0" "g3"
"7608" "d1" "i1" "g3"
"7609" "d0" "i0" "g1"
"7610" "d0" "i0" "g2"
"7611" "d1" "i1" "g1"
"7612" "d0" "i0" "g2"
"7613" "d1" "i0" "g3"
"7614" "d1" "i1" "g1"
"7615" "d0" "i0" "g1"
"7616" "d1" "i0" "g3"
"7617" "d1" "i0" "g3"
"7618" "d0" "i0" "g1"
"7619" "d0" "i1" "g1"
"7620" "d1" "i0" "g3"
"7621" "d0" "i0" "g2"
"7622" "d0" "i0" "g2"
"7623" "d0" "i1" "g1"
"7624" "d0" "i1" "g1"
"7625" "d1" "i0" "g2"
"7626" "d1" "i1" "g1"
"7627" "d0" "i0" "g3"
"7628" "d1" "i0" "g3"
"7629" "d1" "i1" "g2"
"7630" "d0" "i0" "g3"
"7631" "d0" "i0" "g1"
"7632" "d0" "i1" "g1"
"7633" "d1" "i0" "g3"
"7634" "d0" "i1" "g1"
"7635" "d0" "i0" "g2"
"7636" "d1" "i0" "g2"
"7637" "d1" "i1" "g1"
"7638" "d0" "i1" "g1"
"7639" "d0" "i0" "g1"
"7640" "d0" "i0" "g1"
"7641" "d1" "i1" "g1"
"7642" "d0" "i0" "g2"
"7643" "d1" "i1" "g3"
"7644" "d0" "i1" "g2"
"7645" "d0" "i0" "g1"
"7646" "d1" "i0" "g3"
"7647" "d1" "i1" "g3"
"7648" "d0" "i0" "g2"
"7649" "d0" "i0" "g1"
"7650" "d0" "i0" "g3"
"7651" "d0" "i1" "g1"
"7652" "d1" "i0" "g3"
"7653" "d1" "i0" "g2"
"7654" "d0" "i0" "g3"
"7655" "d1" "i0" "g3"
"7656" "d1" "i1" "g2"
"7657" "d1" "i0" "g3"
"7658" "d1" "i0" "g3"
"7659" "d0" "i0" "g2"
"7660" "d0" "i0" "g3"
"7661" "d1" "i0" "g3"
"7662" "d0" "i0" "g3"
"7663" "d0" "i0" "g3"
"7664" "d0" "i0" "g2"
"7665" "d1" "i1" "g1"
"7666" "d0" "i1" "g1"
"7667" "d0" "i0" "g2"
"7668" "d1" "i0" "g2"
"7669" "d1" "i0" "g2"
"7670" "d1" "i1" "g2"
"7671" "d0" "i1" "g1"
"7672" "d1" "i1" "g2"
"7673" "d0" "i0" "g2"
"7674" "d0" "i0" "g1"
"7675" "d1" "i0" "g3"
"7676" "d0" "i0" "g1"
"7677" "d1" "i1" "g1"
"7678" "d0" "i1" "g1"
"7679" "d0" "i0" "g3"
"7680" "d1" "i1" "g2"
"7681" "d1" "i0" "g2"
"7682" "d1" "i0" "g3"
"7683" "d0" "i0" "g3"
"7684" "d0" "i1" "g1"
"7685" "d0" "i0" "g3"
"7686" "d0" "i0" "g2"
"7687" "d1" "i0" "g3"
"7688" "d0" "i0" "g1"
"7689" "d0" "i1" "g1"
"7690" "d0" "i0" "g3"
"7691" "d0" "i0" "g3"
"7692" "d1" "i0" "g3"
"7693" "d0" "i0" "g2"
"7694" "d1" "i1" "g1"
"7695" "d0" "i1" "g1"
"7696" "d1" "i0" "g3"
"7697" "d1" "i1" "g2"
"7698" "d1" "i0" "g3"
"7699" "d0" "i0" "g3"
"7700" "d1" "i0" "g2"
"7701" "d1" "i0" "g3"
"7702" "d0" "i0" "g2"
"7703" "d0" "i1" "g1"
"7704" "d1" "i1" "g1"
"7705" "d0" "i1" "g1"
"7706" "d0" "i0" "g2"
"7707" "d0" "i0" "g3"
"7708" "d0" "i0" "g3"
"7709" "d0" "i0" "g2"
"7710" "d0" "i1" "g1"
"7711" "d0" "i0" "g3"
"7712" "d1" "i0" "g3"
"7713" "d0" "i0" "g3"
"7714" "d0" "i0" "g3"
"7715" "d1" "i0" "g3"
"7716" "d0" "i0" "g3"
"7717" "d0" "i1" "g2"
"7718" "d0" "i0" "g1"
"7719" "d1" "i0" "g3"
"7720" "d0" "i0" "g1"
"7721" "d0" "i0" "g2"
"7722" "d0" "i1" "g1"
"7723" "d0" "i0" "g2"
"7724" "d0" "i0" "g1"
"7725" "d0" "i0" "g2"
"7726" "d1" "i0" "g3"
"7727" "d1" "i0" "g3"
"7728" "d0" "i1" "g1"
"7729" "d1" "i1" "g2"
"7730" "d0" "i1" "g1"
"7731" "d0" "i0" "g3"
"7732" "d0" "i0" "g1"
"7733" "d0" "i0" "g2"
"7734" "d0" "i0" "g3"
"7735" "d1" "i0" "g3"
"7736" "d1" "i0" "g2"
"7737" "d1" "i1" "g3"
"7738" "d0" "i0" "g2"
"7739" "d0" "i0" "g2"
"7740" "d1" "i0" "g3"
"7741" "d1" "i0" "g3"
"7742" "d0" "i0" "g3"
"7743" "d1" "i0" "g3"
"7744" "d0" "i0" "g1"
"7745" "d0" "i0" "g2"
"7746" "d1" "i0" "g3"
"7747" "d0" "i1" "g3"
"7748" "d1" "i0" "g3"
"7749" "d1" "i1" "g1"
"7750" "d0" "i0" "g2"
"7751" "d0" "i0" "g3"
"7752" "d0" "i0" "g2"
"7753" "d1" "i0" "g3"
"7754" "d1" "i0" "g3"
"7755" "d1" "i0" "g3"
"7756" "d0" "i1" "g1"
"7757" "d1" "i1" "g1"
"7758" "d0" "i1" "g1"
"7759" "d1" "i0" "g2"
"7760" "d0" "i1" "g3"
"7761" "d0" "i1" "g1"
"7762" "d1" "i0" "g3"
"7763" "d0" "i0" "g3"
"7764" "d1" "i0" "g3"
"7765" "d0" "i0" "g3"
"7766" "d0" "i0" "g1"
"7767" "d0" "i0" "g3"
"7768" "d1" "i0" "g3"
"7769" "d0" "i0" "g3"
"7770" "d0" "i1" "g1"
"7771" "d1" "i0" "g3"
"7772" "d1" "i0" "g3"
"7773" "d1" "i0" "g3"
"7774" "d1" "i0" "g3"
"7775" "d0" "i1" "g1"
"7776" "d0" "i0" "g3"
"7777" "d0" "i0" "g1"
"7778" "d0" "i0" "g2"
"7779" "d0" "i0" "g1"
"7780" "d1" "i0" "g3"
"7781" "d0" "i0" "g3"
"7782" "d1" "i0" "g2"
"7783" "d1" "i1" "g1"
"7784" "d0" "i0" "g2"
"7785" "d1" "i1" "g1"
"7786" "d0" "i0" "g2"
"7787" "d1" "i1" "g3"
"7788" "d0" "i1" "g2"
"7789" "d0" "i0" "g1"
"7790" "d0" "i1" "g1"
"7791" "d0" "i0" "g3"
"7792" "d1" "i1" "g2"
"7793" "d0" "i0" "g1"
"7794" "d1" "i0" "g3"
"7795" "d0" "i0" "g3"
"7796" "d0" "i0" "g3"
"7797" "d0" "i0" "g1"
"7798" "d1" "i0" "g2"
"7799" "d1" "i0" "g1"
"7800" "d0" "i0" "g2"
"7801" "d0" "i1" "g1"
"7802" "d1" "i0" "g3"
"7803" "d0" "i0" "g1"
"7804" "d0" "i0" "g3"
"7805" "d0" "i0" "g3"
"7806" "d0" "i1" "g1"
"7807" "d0" "i0" "g2"
"7808" "d1" "i0" "g3"
"7809" "d0" "i1" "g1"
"7810" "d0" "i0" "g1"
"7811" "d0" "i0" "g1"
"7812" "d0" "i0" "g3"
"7813" "d0" "i0" "g2"
"7814" "d1" "i1" "g2"
"7815" "d0" "i1" "g1"
"7816" "d1" "i0" "g3"
"7817" "d0" "i1" "g1"
"7818" "d0" "i1" "g1"
"7819" "d0" "i0" "g2"
"7820" "d1" "i1" "g3"
"7821" "d0" "i0" "g2"
"7822" "d0" "i0" "g1"
"7823" "d0" "i1" "g2"
"7824" "d1" "i0" "g3"
"7825" "d0" "i0" "g1"
"7826" "d0" "i0" "g2"
"7827" "d0" "i0" "g1"
"7828" "d1" "i0" "g3"
"7829" "d1" "i1" "g2"
"7830" "d0" "i0" "g2"
"7831" "d0" "i0" "g3"
"7832" "d0" "i0" "g1"
"7833" "d0" "i1" "g1"
"7834" "d1" "i0" "g3"
"7835" "d1" "i0" "g3"
"7836" "d1" "i0" "g3"
"7837" "d1" "i0" "g2"
"7838" "d1" "i1" "g2"
"7839" "d0" "i0" "g3"
"7840" "d1" "i1" "g1"
"7841" "d1" "i0" "g3"
"7842" "d0" "i0" "g1"
"7843" "d0" "i0" "g2"
"7844" "d1" "i0" "g3"
"7845" "d0" "i1" "g1"
"7846" "d0" "i0" "g2"
"7847" "d0" "i0" "g1"
"7848" "d1" "i0" "g3"
"7849" "d0" "i0" "g2"
"7850" "d1" "i1" "g1"
"7851" "d1" "i0" "g3"
"7852" "d1" "i0" "g3"
"7853" "d0" "i0" "g1"
"7854" "d1" "i0" "g3"
"7855" "d0" "i1" "g1"
"7856" "d0" "i0" "g3"
"7857" "d0" "i0" "g3"
"7858" "d0" "i1" "g1"
"7859" "d1" "i0" "g3"
"7860" "d1" "i1" "g1"
"7861" "d1" "i1" "g1"
"7862" "d1" "i0" "g2"
"7863" "d0" "i0" "g2"
"7864" "d1" "i0" "g3"
"7865" "d1" "i0" "g3"
"7866" "d0" "i0" "g2"
"7867" "d1" "i0" "g1"
"7868" "d0" "i0" "g2"
"7869" "d0" "i0" "g2"
"7870" "d1" "i0" "g2"
"7871" "d0" "i1" "g1"
"7872" "d0" "i0" "g3"
"7873" "d0" "i0" "g3"
"7874" "d1" "i0" "g2"
"7875" "d1" "i0" "g3"
"7876" "d0" "i0" "g3"
"7877" "d0" "i1" "g1"
"7878" "d0" "i0" "g3"
"7879" "d0" "i1" "g1"
"7880" "d0" "i0" "g1"
"7881" "d0" "i1" "g1"
"7882" "d1" "i0" "g3"
"7883" "d0" "i0" "g3"
"7884" "d1" "i0" "g3"
"7885" "d0" "i0" "g2"
"7886" "d0" "i1" "g1"
"7887" "d1" "i0" "g2"
"7888" "d1" "i0" "g3"
"7889" "d0" "i1" "g1"
"7890" "d1" "i0" "g2"
"7891" "d0" "i0" "g3"
"7892" "d0" "i0" "g3"
"7893" "d0" "i0" "g1"
"7894" "d0" "i0" "g1"
"7895" "d0" "i0" "g1"
"7896" "d0" "i0" "g3"
"7897" "d0" "i1" "g2"
"7898" "d1" "i0" "g2"
"7899" "d0" "i1" "g1"
"7900" "d1" "i0" "g1"
"7901" "d0" "i0" "g1"
"7902" "d1" "i0" "g3"
"7903" "d0" "i1" "g1"
"7904" "d0" "i0" "g1"
"7905" "d1" "i1" "g3"
"7906" "d1" "i0" "g2"
"7907" "d0" "i1" "g1"
"7908" "d1" "i1" "g3"
"7909" "d1" "i0" "g3"
"7910" "d0" "i1" "g1"
"7911" "d0" "i0" "g2"
"7912" "d1" "i0" "g2"
"7913" "d1" "i0" "g2"
"7914" "d0" "i1" "g1"
"7915" "d0" "i0" "g3"
"7916" "d0" "i1" "g1"
"7917" "d1" "i0" "g3"
"7918" "d1" "i0" "g3"
"7919" "d0" "i1" "g1"
"7920" "d1" "i0" "g2"
"7921" "d1" "i1" "g2"
"7922" "d1" "i1" "g1"
"7923" "d0" "i0" "g2"
"7924" "d0" "i0" "g2"
"7925" "d0" "i0" "g2"
"7926" "d1" "i1" "g1"
"7927" "d0" "i0" "g2"
"7928" "d1" "i0" "g3"
"7929" "d0" "i1" "g1"
"7930" "d0" "i1" "g1"
"7931" "d0" "i0" "g3"
"7932" "d1" "i1" "g1"
"7933" "d1" "i1" "g1"
"7934" "d0" "i0" "g2"
"7935" "d1" "i0" "g3"
"7936" "d0" "i0" "g1"
"7937" "d0" "i0" "g2"
"7938" "d1" "i1" "g2"
"7939" "d1" "i0" "g2"
"7940" "d1" "i0" "g3"
"7941" "d0" "i1" "g1"
"7942" "d0" "i0" "g2"
"7943" "d0" "i1" "g1"
"7944" "d0" "i0" "g1"
"7945" "d0" "i0" "g2"
"7946" "d1" "i0" "g3"
"7947" "d1" "i0" "g3"
"7948" "d0" "i0" "g2"
"7949" "d1" "i1" "g3"
"7950" "d0" "i0" "g3"
"7951" "d1" "i0" "g2"
"7952" "d0" "i0" "g1"
"7953" "d0" "i0" "g3"
"7954" "d1" "i1" "g1"
"7955" "d0" "i1" "g1"
"7956" "d1" "i0" "g3"
"7957" "d0" "i0" "g1"
"7958" "d0" "i1" "g1"
"7959" "d0" "i0" "g3"
"7960" "d1" "i0" "g2"
"7961" "d0" "i0" "g1"
"7962" "d0" "i0" "g2"
"7963" "d0" "i0" "g3"
"7964" "d0" "i0" "g1"
"7965" "d0" "i1" "g1"
"7966" "d0" "i0" "g1"
"7967" "d1" "i1" "g3"
"7968" "d0" "i1" "g1"
"7969" "d0" "i1" "g2"
"7970" "d1" "i0" "g1"
"7971" "d0" "i0" "g1"
"7972" "d0" "i0" "g2"
"7973" "d1" "i0" "g3"
"7974" "d0" "i0" "g1"
"7975" "d0" "i0" "g2"
"7976" "d1" "i0" "g2"
"7977" "d1" "i0" "g2"
"7978" "d0" "i0" "g1"
"7979" "d1" "i0" "g3"
"7980" "d1" "i0" "g3"
"7981" "d0" "i0" "g1"
"7982" "d0" "i0" "g2"
"7983" "d1" "i1" "g2"
"7984" "d0" "i0" "g2"
"7985" "d0" "i1" "g1"
"7986" "d0" "i0" "g1"
"7987" "d0" "i0" "g3"
"7988" "d0" "i0" "g2"
"7989" "d0" "i0" "g3"
"7990" "d1" "i0" "g1"
"7991" "d0" "i1" "g1"
"7992" "d1" "i1" "g1"
"7993" "d1" "i0" "g3"
"7994" "d0" "i0" "g3"
"7995" "d0" "i0" "g3"
"7996" "d1" "i0" "g3"
"7997" "d0" "i0" "g1"
"7998" "d0" "i0" "g2"
"7999" "d0" "i1" "g1"
"8000" "d0" "i1" "g1"
"8001" "d0" "i1" "g1"
"8002" "d0" "i0" "g2"
"8003" "d0" "i0" "g3"
"8004" "d0" "i0" "g1"
"8005" "d1" "i0" "g3"
"8006" "d0" "i0" "g1"
"8007" "d1" "i1" "g3"
"8008" "d1" "i0" "g3"
"8009" "d1" "i0" "g3"
"8010" "d0" "i0" "g1"
"8011" "d0" "i0" "g1"
"8012" "d1" "i1" "g1"
"8013" "d1" "i0" "g3"
"8014" "d0" "i0" "g2"
"8015" "d0" "i0" "g3"
"8016" "d0" "i1" "g1"
"8017" "d0" "i0" "g3"
"8018" "d1" "i0" "g2"
"8019" "d1" "i1" "g3"
"8020" "d1" "i0" "g3"
"8021" "d1" "i0" "g3"
"8022" "d0" "i0" "g3"
"8023" "d0" "i0" "g2"
"8024" "d0" "i0" "g2"
"8025" "d0" "i0" "g1"
"8026" "d1" "i1" "g1"
"8027" "d0" "i1" "g1"
"8028" "d0" "i0" "g1"
"8029" "d1" "i0" "g3"
"8030" "d0" "i1" "g2"
"8031" "d1" "i0" "g3"
"8032" "d0" "i0" "g3"
"8033" "d0" "i0" "g2"
"8034" "d1" "i0" "g3"
"8035" "d0" "i1" "g1"
"8036" "d1" "i1" "g1"
"8037" "d0" "i0" "g3"
"8038" "d1" "i1" "g1"
"8039" "d1" "i1" "g2"
"8040" "d1" "i1" "g1"
"8041" "d0" "i1" "g1"
"8042" "d1" "i0" "g2"
"8043" "d1" "i1" "g1"
"8044" "d0" "i0" "g3"
"8045" "d0" "i0" "g3"
"8046" "d1" "i0" "g3"
"8047" "d0" "i0" "g2"
"8048" "d1" "i0" "g3"
"8049" "d0" "i1" "g1"
"8050" "d0" "i0" "g1"
"8051" "d0" "i1" "g1"
"8052" "d0" "i1" "g1"
"8053" "d0" "i0" "g1"
"8054" "d0" "i1" "g1"
"8055" "d1" "i0" "g2"
"8056" "d0" "i1" "g1"
"8057" "d0" "i1" "g1"
"8058" "d0" "i0" "g1"
"8059" "d0" "i1" "g1"
"8060" "d0" "i1" "g1"
"8061" "d1" "i0" "g3"
"8062" "d0" "i0" "g2"
"8063" "d0" "i0" "g1"
"8064" "d0" "i0" "g2"
"8065" "d0" "i0" "g2"
"8066" "d0" "i0" "g2"
"8067" "d1" "i0" "g1"
"8068" "d0" "i1" "g1"
"8069" "d0" "i0" "g3"
"8070" "d0" "i0" "g2"
"8071" "d0" "i1" "g1"
"8072" "d1" "i0" "g3"
"8073" "d1" "i0" "g3"
"8074" "d0" "i0" "g1"
"8075" "d1" "i1" "g3"
"8076" "d1" "i0" "g2"
"8077" "d0" "i1" "g2"
"8078" "d1" "i0" "g2"
"8079" "d0" "i0" "g2"
"8080" "d0" "i1" "g1"
"8081" "d0" "i0" "g2"
"8082" "d1" "i1" "g2"
"8083" "d0" "i0" "g1"
"8084" "d0" "i0" "g3"
"8085" "d1" "i0" "g2"
"8086" "d1" "i0" "g3"
"8087" "d1" "i1" "g1"
"8088" "d0" "i0" "g2"
"8089" "d0" "i0" "g3"
"8090" "d1" "i0" "g3"
"8091" "d0" "i0" "g2"
"8092" "d1" "i0" "g3"
"8093" "d1" "i0" "g3"
"8094" "d0" "i0" "g3"
"8095" "d0" "i0" "g3"
"8096" "d1" "i0" "g3"
"8097" "d0" "i1" "g1"
"8098" "d0" "i0" "g2"
"8099" "d1" "i1" "g2"
"8100" "d1" "i0" "g3"
"8101" "d1" "i0" "g3"
"8102" "d0" "i1" "g1"
"8103" "d0" "i0" "g1"
"8104" "d0" "i0" "g2"
"8105" "d0" "i0" "g3"
"8106" "d0" "i0" "g2"
"8107" "d0" "i0" "g3"
"8108" "d1" "i1" "g1"
"8109" "d1" "i0" "g3"
"8110" "d0" "i1" "g2"
"8111" "d0" "i0" "g3"
"8112" "d0" "i0" "g2"
"8113" "d0" "i0" "g3"
"8114" "d0" "i0" "g2"
"8115" "d0" "i0" "g2"
"8116" "d1" "i0" "g3"
"8117" "d0" "i0" "g3"
"8118" "d1" "i0" "g2"
"8119" "d0" "i1" "g1"
"8120" "d0" "i0" "g3"
"8121" "d0" "i1" "g1"
"8122" "d0" "i0" "g1"
"8123" "d0" "i1" "g1"
"8124" "d1" "i1" "g1"
"8125" "d0" "i1" "g1"
"8126" "d1" "i0" "g3"
"8127" "d0" "i0" "g3"
"8128" "d1" "i0" "g3"
"8129" "d1" "i0" "g2"
"8130" "d0" "i1" "g1"
"8131" "d0" "i0" "g1"
"8132" "d0" "i0" "g3"
"8133" "d1" "i0" "g3"
"8134" "d0" "i1" "g2"
"8135" "d1" "i0" "g3"
"8136" "d0" "i0" "g3"
"8137" "d0" "i0" "g3"
"8138" "d1" "i1" "g2"
"8139" "d0" "i1" "g1"
"8140" "d0" "i0" "g1"
"8141" "d0" "i0" "g2"
"8142" "d1" "i1" "g1"
"8143" "d0" "i0" "g2"
"8144" "d0" "i0" "g1"
"8145" "d1" "i0" "g2"
"8146" "d1" "i0" "g3"
"8147" "d1" "i1" "g2"
"8148" "d1" "i0" "g3"
"8149" "d1" "i0" "g3"
"8150" "d0" "i0" "g3"
"8151" "d1" "i0" "g3"
"8152" "d1" "i0" "g3"
"8153" "d0" "i0" "g2"
"8154" "d1" "i1" "g1"
"8155" "d1" "i1" "g2"
"8156" "d1" "i0" "g3"
"8157" "d1" "i0" "g2"
"8158" "d0" "i0" "g2"
"8159" "d1" "i1" "g2"
"8160" "d0" "i1" "g1"
"8161" "d0" "i0" "g1"
"8162" "d1" "i0" "g2"
"8163" "d1" "i0" "g2"
"8164" "d0" "i1" "g1"
"8165" "d1" "i1" "g2"
"8166" "d0" "i0" "g2"
"8167" "d1" "i1" "g1"
"8168" "d0" "i1" "g2"
"8169" "d1" "i0" "g2"
"8170" "d0" "i0" "g1"
"8171" "d0" "i0" "g1"
"8172" "d0" "i1" "g1"
"8173" "d1" "i1" "g2"
"8174" "d1" "i0" "g3"
"8175" "d1" "i0" "g3"
"8176" "d0" "i1" "g1"
"8177" "d0" "i0" "g3"
"8178" "d1" "i0" "g3"
"8179" "d0" "i0" "g2"
"8180" "d0" "i0" "g1"
"8181" "d0" "i0" "g2"
"8182" "d1" "i0" "g3"
"8183" "d0" "i0" "g2"
"8184" "d0" "i0" "g1"
"8185" "d1" "i0" "g3"
"8186" "d0" "i0" "g2"
"8187" "d0" "i1" "g1"
"8188" "d0" "i0" "g3"
"8189" "d0" "i0" "g3"
"8190" "d0" "i0" "g3"
"8191" "d1" "i1" "g1"
"8192" "d1" "i1" "g1"
"8193" "d1" "i1" "g1"
"8194" "d1" "i1" "g1"
"8195" "d1" "i0" "g3"
"8196" "d0" "i0" "g1"
"8197" "d1" "i0" "g2"
"8198" "d0" "i1" "g2"
"8199" "d1" "i0" "g3"
"8200" "d1" "i0" "g3"
"8201" "d1" "i0" "g2"
"8202" "d0" "i0" "g2"
"8203" "d1" "i1" "g2"
"8204" "d0" "i0" "g3"
"8205" "d0" "i0" "g2"
"8206" "d0" "i0" "g2"
"8207" "d1" "i0" "g3"
"8208" "d0" "i0" "g2"
"8209" "d0" "i1" "g2"
"8210" "d1" "i0" "g3"
"8211" "d0" "i1" "g1"
"8212" "d1" "i0" "g2"
"8213" "d0" "i0" "g2"
"8214" "d0" "i0" "g2"
"8215" "d1" "i0" "g2"
"8216" "d0" "i0" "g3"
"8217" "d0" "i0" "g3"
"8218" "d1" "i0" "g3"
"8219" "d1" "i0" "g3"
"8220" "d0" "i1" "g1"
"8221" "d0" "i1" "g1"
"8222" "d0" "i1" "g1"
"8223" "d0" "i0" "g1"
"8224" "d0" "i0" "g3"
"8225" "d0" "i1" "g1"
"8226" "d1" "i0" "g3"
"8227" "d0" "i0" "g2"
"8228" "d0" "i0" "g1"
"8229" "d0" "i1" "g1"
"8230" "d0" "i1" "g1"
"8231" "d1" "i0" "g3"
"8232" "d1" "i0" "g3"
"8233" "d1" "i0" "g3"
"8234" "d1" "i0" "g3"
"8235" "d0" "i0" "g1"
"8236" "d0" "i0" "g1"
"8237" "d0" "i0" "g2"
"8238" "d0" "i1" "g1"
"8239" "d1" "i0" "g3"
"8240" "d0" "i0" "g2"
"8241" "d0" "i1" "g1"
"8242" "d1" "i0" "g3"
"8243" "d0" "i0" "g3"
"8244" "d0" "i0" "g2"
"8245" "d1" "i1" "g1"
"8246" "d0" "i0" "g2"
"8247" "d1" "i1" "g3"
"8248" "d1" "i1" "g1"
"8249" "d1" "i0" "g3"
"8250" "d0" "i1" "g1"
"8251" "d1" "i0" "g3"
"8252" "d0" "i0" "g3"
"8253" "d1" "i0" "g3"
"8254" "d1" "i1" "g2"
"8255" "d0" "i1" "g1"
"8256" "d0" "i0" "g2"
"8257" "d1" "i0" "g1"
"8258" "d1" "i1" "g1"
"8259" "d0" "i0" "g2"
"8260" "d1" "i1" "g2"
"8261" "d1" "i0" "g2"
"8262" "d0" "i1" "g2"
"8263" "d0" "i1" "g1"
"8264" "d0" "i1" "g1"
"8265" "d0" "i0" "g2"
